tag_clean,semantic_category,semantic_match_reason,n_uses,n_movies,n_users,top_user_uses,top_user_share,pct_movies,idf,passes_statistical_filters,is_reliable_tag,hard_rejection_reason,semantic_rejection_reason,rejection_reason_statistical
loss,theme,loss,238,162,89,61,0.25630252100840334,0.007522986904430203,5.883684596681449,True,True,,,
political,theme,political,639,157,378,14,0.02190923317683881,0.007290795950589765,5.914839764461244,True,True,,,
robots,theme,robots,1478,149,604,59,0.039918809201623814,0.006919290424445064,5.966799503391955,True,True,,,
post apocalypse,theme,apocalypse,369,149,200,111,0.3008130081300813,0.006919290424445064,5.966799503391955,True,True,,,
moral dilemma,theme,moral,203,147,67,101,0.4975369458128079,0.0068264140429088885,5.980222523724096,True,True,,,
working class,theme,class,270,146,105,95,0.35185185185185186,0.0067799758521408,5.987002210709474,True,True,,,
identity,theme,identity,342,136,178,78,0.22807017543859648,0.006315593944459924,6.057453871660086,True,True,,,
android,theme,android,216,128,60,112,0.5185185185185185,0.005944088418315222,6.117622393126539,True,True,,,
secret identity,theme,identity,191,126,51,108,0.5654450261780105,0.005851212036779047,6.13324771102962,True,True,,,
female friendship,theme,friendship,207,125,63,105,0.5072463768115942,0.005804773846010959,6.141152890536733,True,True,,,
cyborg,theme,cyborg,281,119,116,102,0.36298932384341637,0.005526144701402434,6.189943054706165,True,True,,,
mother-son relationship,theme,mother,259,111,120,27,0.10424710424710425,0.005154639175257732,6.258935926193116,True,True,,,
memory loss,theme,memory,295,110,149,70,0.23728813559322035,0.0051082009844896446,6.267904596175877,True,True,,,
single father,theme,father,169,109,65,87,0.514792899408284,0.005061762793721556,6.276954431695795,True,True,,,
ethics,theme,ethics,264,107,152,42,0.1590909090909091,0.004968886412185381,6.295303570363991,True,True,,,
dreams,theme,dreams,683,104,461,9,0.013177159590043924,0.004829571839881118,6.323474447330687,True,True,,,
afterlife,theme,afterlife,338,104,177,68,0.20118343195266272,0.004829571839881118,6.323474447330687,True,True,,,
magical realism,theme,magical realism,390,103,248,30,0.07692307692307693,0.004783133649113031,6.333043898346838,True,True,,,
psychological drama,theme,psychological,126,95,43,43,0.3412698412698413,0.004411628122968329,6.413086606020375,True,True,,,
alienation,theme,alienation,138,91,55,69,0.5,0.004225875359895978,6.455646220439171,True,True,,,
virtual reality,theme,virtual reality,907,90,495,75,0.08269018743109151,0.004179437169127891,6.4665752909713605,True,True,,,
psychological horror,theme,psychological,266,90,163,37,0.13909774436090225,0.004179437169127891,6.4665752909713605,True,True,,,
dystopian,theme,dystopian,421,85,281,24,0.057007125890736345,0.0039472462152874525,6.523087501234703,True,True,,,
political satire,theme,political,187,83,106,65,0.34759358288770054,0.003854369833751277,6.546617998644897,True,True,,,
upper class,theme,class,135,83,54,61,0.45185185185185184,0.003854369833751277,6.546617998644897,True,True,,,
social media,theme,media,172,82,90,26,0.1511627906976744,0.0038079316429831893,6.558594189691613,True,True,,,
space opera,theme,space,570,80,297,63,0.11052631578947368,0.003715055261447014,6.582985642815772,True,True,,,
media,theme,media,109,78,46,48,0.44036697247706424,0.003622178879910839,6.60798694502119,True,True,,,
existential,theme,existential,345,77,249,9,0.02608695652173913,0.003575740689142751,6.6207259707986195,True,True,,,
death penalty,theme,death,180,75,90,49,0.2722222222222222,0.0034828643076065756,6.64670145720188,True,True,,,
space station,theme,space,153,75,72,63,0.4117647058823529,0.0034828643076065756,6.64670145720188,True,True,,,
political corruption,theme,political,110,72,40,51,0.4636363636363636,0.0033435497353023124,6.68697535633982,True,True,,,
father figure,theme,father,109,71,40,53,0.48623853211009177,0.003297111544534225,6.700768678472156,True,True,,,
zombie apocalypse,theme,apocalypse,138,66,61,61,0.4420289855072464,0.0030649205906937865,6.7727421780972445,True,True,,,
moral ambiguity,theme,moral,181,65,125,19,0.10497237569060773,0.0030184823999256987,6.787780055461785,True,True,,,
ai,theme,ai,331,57,220,15,0.045317220543806644,0.0026469768737809973,6.916991786941792,True,True,,,
childhood friends,theme,childhood,77,56,28,46,0.5974025974025974,0.00260053868301291,6.934383529653661,True,True,,,
identity crisis,theme,identity,96,55,55,32,0.3333333333333333,0.0025541004922448223,6.9520831067530615,True,True,,,
alien contact,theme,alien,138,52,79,39,0.2826086956521739,0.002414785919940559,7.007142883936089,True,True,,,
unlikely friendship,theme,friendship,108,50,53,32,0.2962962962962963,0.0023219095384043836,7.045609164763885,True,True,,,
space battle,theme,space,95,48,43,44,0.4631578947368421,0.0022290331568682086,7.085614499377584,True,True,,,
alien planet,theme,alien,79,48,30,45,0.569620253164557,0.0022290331568682086,7.085614499377584,True,True,,,
political thriller,theme,political,131,45,89,24,0.183206106870229,0.0020897185845639454,7.148793400999116,True,True,,,
death of a child,theme,death,82,44,49,13,0.15853658536585366,0.0020432803937958577,7.1707723077178915,True,True,,,
trapped in space,theme,space,86,43,41,39,0.45348837209302323,0.00199684220302777,7.19324516356995,True,True,,,
loss of child,theme,loss,60,42,25,29,0.48333333333333334,0.0019504040122596824,7.216234681794648,True,True,,,
political commentary,theme,political,158,41,114,9,0.056962025316455694,0.0019039658214915947,7.239765179204842,True,True,,,
alien technology,theme,alien,102,39,61,28,0.27450980392156865,0.0018110894399554194,7.2885553433742745,True,True,,,
gender roles,theme,gender,90,39,62,17,0.18888888888888888,0.0018110894399554194,7.2885553433742745,True,True,,,
class themes,theme,class,148,38,111,20,0.13513513513513514,0.0017646512491873317,7.313873151358565,True,True,,,
life & death,theme,death,155,37,118,13,0.08387096774193549,0.001718213058419244,7.3398486377618255,True,True,,,
dystopian future,theme,dystopian,73,36,51,18,0.2465753424657534,0.0016717748676511562,7.366516884843986,True,True,,,
space exploration,theme,space,159,35,122,27,0.16981132075471697,0.0016253366768830687,7.393915859032101,True,True,,,
identity theft,theme,identity,61,35,37,12,0.19672131147540983,0.0016253366768830687,7.393915859032101,True,True,,,
life and death,theme,death,47,35,14,26,0.5531914893617021,0.0016253366768830687,7.393915859032101,True,True,,,
existential crisis,theme,existential,86,32,58,12,0.13953488372093023,0.0014860221045788055,7.4809272360217305,True,True,,,
father-daughter relationship,theme,father,53,31,41,5,0.09433962264150944,0.001439583913810718,7.511698894688484,True,True,,,
abusive mother,theme,mother,51,30,24,25,0.49019607843137253,0.0013931457230426303,7.543447593003065,True,True,,,
media manipulation,theme,media,56,29,27,22,0.39285714285714285,0.0013467075322745425,7.576237415826055,True,True,,,
hidden identity,theme,identity,37,29,16,15,0.40540540540540543,0.0013467075322745425,7.576237415826055,True,True,,,
class conflict,theme,class,70,28,49,14,0.2,0.001300269341506455,7.610138967501737,True,True,,,
father - child relationship,theme,father,56,28,35,10,0.17857142857142858,0.001300269341506455,7.610138967501737,True,True,,,
gender,theme,gender,41,28,21,17,0.4146341463414634,0.001300269341506455,7.610138967501737,True,True,,,
ghosts/afterlife,theme,afterlife,129,27,96,6,0.046511627906976744,0.0012538311507383673,7.645230287313007,True,True,,,
sexual identity,theme,identity,63,27,36,23,0.36507936507936506,0.0012538311507383673,7.645230287313007,True,True,,,
alien monster,theme,alien,54,27,28,26,0.48148148148148145,0.0012538311507383673,7.645230287313007,True,True,,,
space western,theme,space,99,26,69,23,0.23232323232323232,0.0012073929599702795,7.681597931483882,True,True,,,
mother-daughter relationships,theme,mother,69,25,52,4,0.057971014492753624,0.0011609547692021918,7.719338259466729,True,True,,,
space adventure,theme,space,297,23,272,10,0.03367003367003367,0.0010680783876660166,7.799380967140265,True,True,,,
class struggle,theme,class,81,23,64,13,0.16049382716049382,0.0010680783876660166,7.799380967140265,True,True,,,
stolen identity,theme,identity,39,23,23,12,0.3076923076923077,0.0010680783876660166,7.799380967140265,True,True,,,
class society,theme,class,31,23,12,15,0.4838709677419355,0.0010680783876660166,7.799380967140265,True,True,,,
loss of innocence,theme,loss,27,23,11,16,0.5925925925925926,0.0010680783876660166,7.799380967140265,True,True,,,
political unrest,theme,political,25,23,5,15,0.6,0.0010680783876660166,7.799380967140265,True,True,,,
gender identity,theme,identity,73,22,54,8,0.1095890410958904,0.0010216401968979288,7.8419405815590615,True,True,,,
life philosophy,theme,philosophy,68,22,60,5,0.07352941176470588,0.0010216401968979288,7.8419405815590615,True,True,,,
complex morality,theme,morality,56,22,41,8,0.14285714285714285,0.0010216401968979288,7.8419405815590615,True,True,,,
death of a parent,theme,death,28,22,19,5,0.17857142857142858,0.0010216401968979288,7.8419405815590615,True,True,,,
work ethics,theme,ethics,25,22,8,11,0.44,0.0010216401968979288,7.8419405815590615,True,True,,,
space colony,theme,space,42,21,18,13,0.30952380952380953,0.0009752020061298412,7.886392344129895,True,True,,,
mass death,theme,death,29,21,12,17,0.5862068965517241,0.0009752020061298412,7.886392344129895,True,True,,,
space program,theme,space,142,20,104,6,0.04225352112676056,0.0009287638153617535,7.932912359764788,True,True,,,
class issues,theme,class,34,20,27,3,0.08823529411764706,0.0009287638153617535,7.932912359764788,True,True,,,
death wish,theme,death,26,20,11,14,0.5384615384615384,0.0009287638153617535,7.932912359764788,True,True,,,
sudden death,theme,death,26,20,11,10,0.38461538461538464,0.0009287638153617535,7.932912359764788,True,True,,,
mother-daughter relationship,theme,mother,62,19,53,4,0.06451612903225806,0.0008823256245936658,7.98170252393422,True,True,,,
moral,theme,moral,34,19,27,4,0.11764705882352941,0.0008823256245936658,7.98170252393422,True,True,,,
fear of death,theme,death,28,19,10,15,0.5357142857142857,0.0008823256245936658,7.98170252393422,True,True,,,
giant robots,theme,robots,179,18,133,5,0.027932960893854747,0.0008358874338255781,8.032995818321771,True,True,,,
gender swap,theme,gender,36,18,29,3,0.08333333333333333,0.0008358874338255781,8.032995818321771,True,True,,,
gender disguise,theme,gender,26,18,11,15,0.5769230769230769,0.0008358874338255781,8.032995818321771,True,True,,,
moral corruption,theme,moral,26,18,11,14,0.5384615384615384,0.0008358874338255781,8.032995818321771,True,True,,,
death of a spouse,theme,death,21,18,10,7,0.3333333333333333,0.0008358874338255781,8.032995818321771,True,True,,,
dissociative identity disorder,theme,identity,80,17,63,10,0.125,0.0007894492430574905,8.087063039592046,True,True,,,
crisis of faith,theme,faith,24,17,10,14,0.5833333333333334,0.0007894492430574905,8.087063039592046,True,True,,,
evil robot,theme,robot,23,16,7,12,0.5217391304347826,0.0007430110522894028,8.144221453431996,True,True,,,
media circus,theme,media,23,16,11,7,0.30434782608695654,0.0007430110522894028,8.144221453431996,True,True,,,
child death,theme,death,16,16,8,5,0.3125,0.0007430110522894028,8.144221453431996,True,True,,,
short-term memory loss,theme,memory,148,15,95,5,0.033783783783783786,0.0006965728615213151,8.20484607524843,True,True,,,
friendship relations,theme,friendship,50,15,46,3,0.06,0.0006965728615213151,8.20484607524843,True,True,,,
loss of faith,theme,loss,37,15,20,9,0.24324324324324326,0.0006965728615213151,8.20484607524843,True,True,,,
life after death,theme,death,25,15,14,12,0.48,0.0006965728615213151,8.20484607524843,True,True,,,
space race,theme,space,35,14,25,9,0.2571428571428571,0.0006501346707532275,8.269384596386,True,True,,,
psychological torment,theme,psychological,32,14,19,13,0.40625,0.0006501346707532275,8.269384596386,True,True,,,
news media,theme,media,26,14,18,8,0.3076923076923077,0.0006501346707532275,8.269384596386,True,True,,,
android(s)/cyborg(s),theme,android,92,13,72,4,0.043478260869565216,0.0006036964799851398,8.338377467872952,True,True,,,
class warfare,theme,class,36,13,28,4,0.1111111111111111,0.0006036964799851398,8.338377467872952,True,True,,,
space ship,theme,space,30,13,21,6,0.2,0.0006036964799851398,8.338377467872952,True,True,,,
traumatic childhood,theme,childhood,18,13,11,8,0.4444444444444444,0.0006036964799851398,8.338377467872952,True,True,,,
future dystopia,theme,dystopia,94,12,83,3,0.031914893617021274,0.0005572582892170521,8.412485440026675,True,True,,,
childhood classics,theme,childhood,50,12,44,3,0.06,0.0005572582892170521,8.412485440026675,True,True,,,
death/fatality,theme,death,34,12,32,2,0.058823529411764705,0.0005572582892170521,8.412485440026675,True,True,,,
office politics,theme,politics,17,12,8,10,0.5882352941176471,0.0005572582892170521,8.412485440026675,True,True,,,
class divide,theme,class,41,11,36,3,0.07317073170731707,0.0005108200984489644,8.49252814770021,True,True,,,
implanted memory,theme,memory,27,11,17,11,0.4074074074074074,0.0005108200984489644,8.49252814770021,True,True,,,
anti-capitalism,theme,capitalism,26,11,23,2,0.07692307692307693,0.0005108200984489644,8.49252814770021,True,True,,,
noise in space,theme,space,23,11,7,10,0.43478260869565216,0.0005108200984489644,8.49252814770021,True,True,,,
alien language,theme,alien,19,11,9,11,0.5789473684210527,0.0005108200984489644,8.49252814770021,True,True,,,
media politics,theme,politics,15,11,12,3,0.2,0.0005108200984489644,8.49252814770021,True,True,,,
childhood classic,theme,childhood,24,10,21,3,0.125,0.00046438190768087673,8.57953952468984,True,True,,,
political drama,theme,political,24,10,20,3,0.125,0.00046438190768087673,8.57953952468984,True,True,,,
robots and androids,theme,robots,20,10,17,4,0.2,0.00046438190768087673,8.57953952468984,True,True,,,
political repression,theme,political,18,10,12,7,0.3888888888888889,0.00046438190768087673,8.57953952468984,True,True,,,
alien parasite,theme,alien,17,10,8,10,0.5882352941176471,0.00046438190768087673,8.57953952468984,True,True,,,
father and son,theme,father,17,10,16,2,0.11764705882352941,0.00046438190768087673,8.57953952468984,True,True,,,
lower class,theme,class,17,10,9,9,0.5294117647058824,0.00046438190768087673,8.57953952468984,True,True,,,
survivor's guilt,theme,guilt,13,10,8,3,0.23076923076923078,0.00046438190768087673,8.57953952468984,True,True,,,
animal death,theme,death,10,10,5,6,0.6,0.00046438190768087673,8.57953952468984,True,True,,,
philosophical issues,theme,philosophical,204,9,194,2,0.00980392156862745,0.00041794371691278906,8.674849704494164,True,True,,,
group psychology,theme,psychology,134,9,124,2,0.014925373134328358,0.00041794371691278906,8.674849704494164,True,True,,,
post-apocalypse,theme,apocalypse,36,9,33,2,0.05555555555555555,0.00041794371691278906,8.674849704494164,True,True,,,
near-death experience,theme,death,21,9,16,6,0.2857142857142857,0.00041794371691278906,8.674849704494164,True,True,,,
violent father,theme,father,18,9,11,6,0.3333333333333333,0.00041794371691278906,8.674849704494164,True,True,,,
coming of age story,theme,coming of age,17,9,16,2,0.11764705882352941,0.00041794371691278906,8.674849704494164,True,True,,,
morality tale,theme,morality,16,9,14,2,0.125,0.00041794371691278906,8.674849704494164,True,True,,,
