tag_clean,rejection_source,rejection_reason,semantic_category,n_uses,n_movies,n_users,top_user_share,pct_movies,idf
oscar (best writing - screenplay based on material from another medium),hard_rules,award,,31,15,16,0.25806451612903225,0.0006965728615213151,8.20484607524843
oscar (best writing - screenplay written directly for the screen),hard_rules,award,,52,13,40,0.07692307692307693,0.0006036964799851398,8.338377467872952
oscar bait,hard_rules,award,,19,13,15,0.10526315789473684,0.0006036964799851398,8.338377467872952
oscar (best screenplay),hard_rules,award,,18,13,10,0.4444444444444444,0.0006036964799851398,8.338377467872952
oscar nom,hard_rules,award,,16,13,4,0.8125,0.0006036964799851398,8.338377467872952
oscar nominee: costume design,hard_rules,award,,15,13,2,0.8666666666666667,0.0006036964799851398,8.338377467872952
oscar (best costume design),hard_rules,award,,35,12,24,0.14285714285714285,0.0005572582892170521,8.412485440026675
oscar nominee: sound editing,hard_rules,award,,24,12,13,0.5,0.0005572582892170521,8.412485440026675
oscar wilde,hard_rules,award,,31,11,19,0.16129032258064516,0.0005108200984489644,8.49252814770021
oscar (best art direction),hard_rules,award,,26,11,13,0.38461538461538464,0.0005108200984489644,8.49252814770021
oscar nominated,hard_rules,award,,20,11,17,0.15,0.0005108200984489644,8.49252814770021
academy award winner,hard_rules,award,,19,11,15,0.15789473684210525,0.0005108200984489644,8.49252814770021
oscar nominee: art direction,hard_rules,award,,18,11,7,0.6111111111111112,0.0005108200984489644,8.49252814770021
oscar (best animated feature),hard_rules,award,,103,10,78,0.05825242718446602,0.00046438190768087673,8.57953952468984
oscar nominee: sound mixing,hard_rules,award,,20,10,11,0.5,0.00046438190768087673,8.57953952468984
oscar nominee: best picture 2009,hard_rules,award,,12,10,3,0.8333333333333334,0.00046438190768087673,8.57953952468984
oscar nominee: best picture 2010,hard_rules,award,,11,10,2,0.9090909090909091,0.00046438190768087673,8.57953952468984
oscar nominee: sound effects editing,hard_rules,award,,11,10,2,0.9090909090909091,0.00046438190768087673,8.57953952468984
oscar (best sound editing),hard_rules,award,,21,9,15,0.23809523809523808,0.00041794371691278906,8.674849704494164
oscar nominee: best picture 2011,hard_rules,award,,15,9,7,0.6,0.00041794371691278906,8.674849704494164
oscar nominee: best picture 2017,hard_rules,award,,14,9,6,0.6428571428571429,0.00041794371691278906,8.674849704494164
oscar 2013,hard_rules,award,,13,9,5,0.6923076923076923,0.00041794371691278906,8.674849704494164
oscar nominee: best picture 2012,hard_rules,award,,12,9,3,0.75,0.00041794371691278906,8.674849704494164
oscar nominee: music - original song,hard_rules,award,,11,9,2,0.8181818181818182,0.00041794371691278906,8.674849704494164
oscar nominee: sound,hard_rules,award,,11,9,3,0.8181818181818182,0.00041794371691278906,8.674849704494164
academy award,hard_rules,award,,9,9,5,0.5555555555555556,0.00041794371691278906,8.674849704494164
oscar (best adapted screenplay),hard_rules,award,,9,9,1,1.0,0.00041794371691278906,8.674849704494164
oscar nominee: best picture 2013,hard_rules,award,,9,9,1,1.0,0.00041794371691278906,8.674849704494164
oscar nominee: best picture 2016,hard_rules,award,,9,9,1,1.0,0.00041794371691278906,8.674849704494164
oscar (best makeup),hard_rules,award,,23,8,15,0.17391304347826086,0.0003715055261447014,8.780210220151991
oscar (best art direction - set decoration),hard_rules,award,,19,8,14,0.21052631578947367,0.0003715055261447014,8.780210220151991
2015 academy award nomination best picture,hard_rules,award,,14,8,5,0.5714285714285714,0.0003715055261447014,8.780210220151991
oscar nominee: visual effects,hard_rules,award,visual_style,14,8,7,0.5714285714285714,0.0003715055261447014,8.780210220151991
oscar nominee: best picture 2015,hard_rules,award,,13,8,5,0.6153846153846154,0.0003715055261447014,8.780210220151991
oscar hammerstein,hard_rules,award,,8,8,1,1.0,0.0003715055261447014,8.780210220151991
oscar nominee: best picture 2014,hard_rules,award,,8,8,1,1.0,0.0003715055261447014,8.780210220151991
oscar (best effects - sound effects editing),hard_rules,award,,13,7,6,0.38461538461538464,0.00032506733537661375,8.897993255808375
film festival,hard_rules,award,,7,7,1,1.0,0.00032506733537661375,8.897993255808375
oscar nominee: supporting actress,hard_rules,award,,7,7,2,0.8571428571428571,0.00032506733537661375,8.897993255808375
oscar nominee: production design,hard_rules,award,,20,6,13,0.3,0.00027862914460852607,9.031524648432898
reference to oscar wilde,hard_rules,award,,6,6,1,1.0,0.00027862914460852607,9.031524648432898
2015 academy award nomination best actress supporting role,hard_rules,award,,12,5,8,0.4166666666666667,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1994,hard_rules,award,,11,5,7,0.45454545454545453,0.00023219095384043837,9.185675328260157
2015 academy award nomination best actor supporting role,hard_rules,award,,10,5,5,0.5,0.00023219095384043837,9.185675328260157
2015 academy award nomination best actor,hard_rules,award,,8,5,4,0.625,0.00023219095384043837,9.185675328260157
2015 academy award nomination best actress,hard_rules,award,,7,5,3,0.7142857142857143,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1964,hard_rules,award,,7,5,3,0.7142857142857143,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1979,hard_rules,award,,7,5,3,0.7142857142857143,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1985,hard_rules,award,,7,5,3,0.7142857142857143,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1988,hard_rules,award,,7,5,3,0.7142857142857143,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1989,hard_rules,award,,7,5,3,0.7142857142857143,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1995,hard_rules,award,,7,5,3,0.7142857142857143,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 2000,hard_rules,award,,7,5,2,0.7142857142857143,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 2008,hard_rules,award,,7,5,3,0.7142857142857143,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1952,hard_rules,award,,6,5,2,0.8333333333333334,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1957,hard_rules,award,,6,5,2,0.8333333333333334,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1978,hard_rules,award,,6,5,2,0.8333333333333334,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1987,hard_rules,award,,6,5,2,0.8333333333333334,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1997,hard_rules,award,,6,5,2,0.8333333333333334,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 2001,hard_rules,award,,6,5,2,0.8333333333333334,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 2007,hard_rules,award,,6,5,2,0.8333333333333334,0.00023219095384043837,9.185675328260157
06 oscar nominated best movie,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
2015 academy award nomination animated feature film,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar 2001,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nom: bp,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1950,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1951,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1953,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1954,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1955,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1956,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1958,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1959,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1960,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1961,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1962,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1963,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1965,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1966,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1967,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1968,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1969,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1970,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1971,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1972,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1973,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1974,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1975,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1976,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1977,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1980,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1981,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1982,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1983,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1984,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1986,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1990,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1991,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1992,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1993,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1996,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1998,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 1999,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 2002,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 2003,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 2004,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 2005,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
oscar nominee: best picture 2006,hard_rules,award,,5,5,1,1.0,0.00023219095384043837,9.185675328260157
06 oscar nominated best movie - animation,hard_rules,award,,9,4,5,0.3333333333333333,0.0001857527630723507,9.36799688505411
oscar best picture,hard_rules,award,,6,4,5,0.3333333333333333,0.0001857527630723507,9.36799688505411
oscar 2003,hard_rules,award,,5,4,2,0.8,0.0001857527630723507,9.36799688505411
oscar nominee: screenwriting,hard_rules,award,,4,4,1,1.0,0.0001857527630723507,9.36799688505411
reference to the academy awards,hard_rules,award,,4,4,1,1.0,0.0001857527630723507,9.36799688505411
oscar nominee: animated feature,hard_rules,award,,5,3,3,0.6,0.00013931457230426304,9.59114043636832
oscar 2002,hard_rules,award,,4,3,2,0.75,0.00013931457230426304,9.59114043636832
oscar (best original score),hard_rules,award,,3,3,3,0.3333333333333333,0.00013931457230426304,9.59114043636832
oscar 2000,hard_rules,award,,3,3,1,1.0,0.00013931457230426304,9.59114043636832
oscar 2005,hard_rules,award,,3,3,1,1.0,0.00013931457230426304,9.59114043636832
oscar nominee: documentary feature,hard_rules,award,,3,3,1,1.0,0.00013931457230426304,9.59114043636832
oscar nominee: makeup,hard_rules,award,,3,3,1,1.0,0.00013931457230426304,9.59114043636832
potential oscar nom 2008,hard_rules,award,,3,3,3,0.3333333333333333,0.00013931457230426304,9.59114043636832
golden globe,hard_rules,award,,10,2,10,0.1,9.287638153617534e-05,9.878822508820102
academy award - best foreign film,hard_rules,award,,5,2,5,0.2,9.287638153617534e-05,9.878822508820102
oscar nominee: set decoration,hard_rules,award,,4,2,3,0.5,9.287638153617534e-05,9.878822508820102
playwright:oscar wilde,hard_rules,award,,4,2,3,0.5,9.287638153617534e-05,9.878822508820102
oscar 2007,hard_rules,award,,3,2,2,0.6666666666666666,9.287638153617534e-05,9.878822508820102
oscar nomination,hard_rules,award,,3,2,3,0.3333333333333333,9.287638153617534e-05,9.878822508820102
oscar nominee: foreign language (mexico),hard_rules,award,,3,2,2,0.6666666666666666,9.287638153617534e-05,9.878822508820102
oscar2016,hard_rules,award,,3,2,2,0.6666666666666666,9.287638153617534e-05,9.878822508820102
2006 best picture oscar nominee,hard_rules,award,,2,2,2,0.5,9.287638153617534e-05,9.878822508820102
academy award winning,hard_rules,award,,2,2,2,0.5,9.287638153617534e-05,9.878822508820102
academy awards,hard_rules,award,,2,2,2,0.5,9.287638153617534e-05,9.878822508820102
academy awards ceremony,hard_rules,award,,2,2,1,1.0,9.287638153617534e-05,9.878822508820102
oscar (best sound mixing),hard_rules,award,,2,2,1,1.0,9.287638153617534e-05,9.878822508820102
oscar (special achievement),hard_rules,award,,2,2,1,1.0,9.287638153617534e-05,9.878822508820102
oscar 2012,hard_rules,award,,2,2,1,1.0,9.287638153617534e-05,9.878822508820102
oscar nominee: art direction - set decoration,hard_rules,award,,2,2,1,1.0,9.287638153617534e-05,9.878822508820102
oscar nominee: foreign language (canada),hard_rules,award,,2,2,1,1.0,9.287638153617534e-05,9.878822508820102
oscar statuette,hard_rules,award,,2,2,1,1.0,9.287638153617534e-05,9.878822508820102
oscar wilde quotation,hard_rules,award,,2,2,1,1.0,9.287638153617534e-05,9.878822508820102
oscars,hard_rules,award,,2,2,2,0.5,9.287638153617534e-05,9.878822508820102
reference to an academy award,hard_rules,award,,2,2,1,1.0,9.287638153617534e-05,9.878822508820102
writer: don coscarelli,hard_rules,award,,2,2,1,1.0,9.287638153617534e-05,9.878822508820102
oscars nominee,hard_rules,award,,12,1,12,0.08333333333333333,4.643819076808767e-05,10.284287616928266
oscar award winning,hard_rules,award,,5,1,5,0.2,4.643819076808767e-05,10.284287616928266
oscar nominee: foreign language (iran),hard_rules,award,,4,1,4,0.25,4.643819076808767e-05,10.284287616928266
oscar winners,hard_rules,award,,3,1,3,0.3333333333333333,4.643819076808767e-05,10.284287616928266
06 oscar nominated best movie - foreign language,hard_rules,award,,2,1,2,0.5,4.643819076808767e-05,10.284287616928266
11 oscars,hard_rules,award,,2,1,2,0.5,4.643819076808767e-05,10.284287616928266
academy award (best supporting actress),hard_rules,award,,2,1,2,0.5,4.643819076808767e-05,10.284287616928266
don coscarelli,hard_rules,award,,2,1,2,0.5,4.643819076808767e-05,10.284287616928266
helena bonham carter oscar-nomination role,hard_rules,award,,2,1,2,0.5,4.643819076808767e-05,10.284287616928266
oscar (best music),hard_rules,award,,2,1,2,0.5,4.643819076808767e-05,10.284287616928266
oscar best actor,hard_rules,award,,2,1,2,0.5,4.643819076808767e-05,10.284287616928266
oscar best director,hard_rules,award,,2,1,2,0.5,4.643819076808767e-05,10.284287616928266
oscar nominee (supporting actress),hard_rules,award,,2,1,2,0.5,4.643819076808767e-05,10.284287616928266
oscar nominee: best foreign language film,hard_rules,award,,2,1,2,0.5,4.643819076808767e-05,10.284287616928266
oscar nunez,hard_rules,award,,2,1,2,0.5,4.643819076808767e-05,10.284287616928266
academy award - best animated feature,hard_rules,award,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
academy award - best documentary feature,hard_rules,award,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
academy award for best animated short film,hard_rules,award,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
academy award nomination,hard_rules,award,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
academy award nominee (10),hard_rules,award,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
academy award: best actress,hard_rules,award,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
academy award:best song,hard_rules,award,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
award winner,hard_rules,award,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
awarded oscar,hard_rules,award,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
